BillNo,Itemname,Quantity,Date,Price,CustomerID,Country
556574,BLACK RECORD COVER FRAME,360,6/13/2011 13:41,3.39,16209,United Kingdom
556714,JUMBO BAG RED RETROSPOT,200,6/14/2011 10:49,1.79,14680,United Kingdom
556718,COLOUR GLASS. STAR T-LIGHT HOLDER,660,6/14/2011 11:02,2.75,16013,United Kingdom
556725,SET 3 WICKER OVAL BASKETS W LIDS,200,6/14/2011 11:28,12.48,18102,United Kingdom
556726,WOOD BLACK BOARD ANT WHITE FINISH,204,6/14/2011 11:31,4.8,18102,United Kingdom
556726,SMALL ZINC HEART WALL ORGANISER,300,6/14/2011 11:31,3.32,18102,United Kingdom
556726,LARGE ZINC HEART WALL ORGANISER,304,6/14/2011 11:31,5.88,18102,United Kingdom
556726,CREAM HEART CARD HOLDER,324,6/14/2011 11:31,2.31,18102,United Kingdom
556726,BLACK HEART CARD HOLDER,324,6/14/2011 11:31,2.31,18102,United Kingdom
556726,3 HOOK PHOTO SHELF ANTIQUE WHITE,204,6/14/2011 11:31,5.88,18102,United Kingdom
556726,VINTAGE UNION JACK MEMOBOARD,204,6/14/2011 11:31,6.4,18102,United Kingdom
556917,SET OF 4 KNICK KNACK TINS DOILEY,192,6/15/2011 13:37,3.75,12415,Australia
556917,SET OF TEA COFFEE SUGAR TINS PANTRY,240,6/15/2011 13:37,4.15,12415,Australia
556917,SET OF 3 REGENCY CAKE TINS,240,6/15/2011 13:37,4.15,12415,Australia
556917,RABBIT NIGHT LIGHT,240,6/15/2011 13:37,1.79,12415,Australia
556918,BLACK RECORD COVER FRAME,192,6/15/2011 13:37,3.39,12415,Australia
556956,JUMBO  BAG BAROQUE BLACK WHITE,200,6/16/2011 9:04,1.75,13694,United Kingdom
556961,HAND OVER THE CHOCOLATE   SIGN,288,6/16/2011 9:34,1.85,16276,United Kingdom
557125,SET OF 6 SPICE TINS PANTRY DESIGN,264,6/16/2011 18:40,3.45,17450,United Kingdom
557125,SET OF 3 CAKE TINS PANTRY DESIGN,188,6/16/2011 18:40,4.25,17450,United Kingdom
557125,PANTRY ROLLING PIN,216,6/16/2011 18:40,3.39,17450,United Kingdom
557263,ROUND SNACK BOXES SET OF4 WOODLAND,192,6/19/2011 11:08,2.55,14646,Netherlands
557428,ALARM CLOCK BAKELIKE GREEN,200,6/20/2011 12:24,3.75,17857,United Kingdom
557485,RECYCLING BAG RETROSPOT,200,6/20/2011 14:38,1.85,15769,United Kingdom
557485,JUMBO BAG OWLS,200,6/20/2011 14:38,1.79,15769,United Kingdom
557485,JUMBO BAG STRAWBERRY,400,6/20/2011 14:38,1.79,15769,United Kingdom
557485,JUMBO BAG SPACEBOY DESIGN,200,6/20/2011 14:38,1.79,15769,United Kingdom
557485,JUMBO BAG PINK POLKADOT,300,6/20/2011 14:38,1.79,15769,United Kingdom
557485,JUMBO BAG RED RETROSPOT,300,6/20/2011 14:38,1.79,15769,United Kingdom
557670,RABBIT NIGHT LIGHT,288,6/22/2011 10:11,1.79,12798,Japan
558262,JUMBO BAG APPLES,200,6/28/2011 8:45,1.79,14646,Netherlands
558262,JUMBO BAG OWLS,200,6/28/2011 8:45,1.79,14646,Netherlands
558262,JUMBO BAG RED RETROSPOT,200,6/28/2011 8:45,1.79,14646,Netherlands
558310,PAPER CHAIN KIT 50'S CHRISTMAS,320,6/28/2011 11:20,2.55,16671,United Kingdom
558362,JUMBO BAG OWLS,200,6/28/2011 15:14,1.74,16029,United Kingdom
558362,JUMBO STORAGE BAG SUKI,200,6/28/2011 15:14,1.74,16029,United Kingdom
558526,ROSES REGENCY TEACUP AND SAUCER,768,6/30/2011 11:01,2.55,17949,United Kingdom
558526,REGENCY TEAPOT ROSES,540,6/30/2011 11:01,8.15,17949,United Kingdom
558526,REGENCY SUGAR BOWL GREEN,696,6/30/2011 11:01,3.75,17949,United Kingdom
558526,REGENCY MILK JUG PINK,696,6/30/2011 11:01,2.75,17949,United Kingdom
558552,JUMBO BAG ALPHABET,200,6/30/2011 12:42,1.75,13694,United Kingdom
558552,JUMBO BAG PEARS,200,6/30/2011 12:42,1.75,13694,United Kingdom
558552,JUMBO BAG RED RETROSPOT,200,6/30/2011 12:42,1.75,13694,United Kingdom
558554,SET OF 3 REGENCY CAKE TINS,576,6/30/2011 12:50,4.15,17949,United Kingdom
558775,DOORMAT BLACK FLOCK,300,7/4/2011 10:20,4.58,18102,United Kingdom
558775,DOORMAT HEARTS,300,7/4/2011 10:20,4.58,18102,United Kingdom
558775,DOORMAT WELCOME PUPPIES,300,7/4/2011 10:20,4.58,18102,United Kingdom
558775,DOORMAT NEW ENGLAND,300,7/4/2011 10:20,4.58,18102,United Kingdom
558775,DOORMAT FANCY FONT HOME SWEET HOME,300,7/4/2011 10:20,4.58,18102,United Kingdom
558775,DOORMAT RED RETROSPOT,200,7/4/2011 10:20,4.58,18102,United Kingdom
558776,DOORMAT BLACK FLOCK,200,7/4/2011 10:20,4.58,18102,United Kingdom
558776,DOORMAT HEARTS,200,7/4/2011 10:20,4.58,18102,United Kingdom
558776,DOORMAT WELCOME PUPPIES,200,7/4/2011 10:20,4.58,18102,United Kingdom
558776,DOORMAT NEW ENGLAND,200,7/4/2011 10:20,4.58,18102,United Kingdom
558776,DOORMAT FANCY FONT HOME SWEET HOME,200,7/4/2011 10:20,4.58,18102,United Kingdom
558776,DOORMAT RED RETROSPOT,200,7/4/2011 10:20,4.58,18102,United Kingdom
558871,CHILDRENS CUTLERY POLKADOT PINK,360,7/4/2011 13:19,3.75,12557,Spain
558871,CHILDRENS CUTLERY POLKADOT BLUE,360,7/4/2011 13:19,3.75,12557,Spain
559098,COOK WITH WINE METAL SIGN,192,7/6/2011 11:02,1.85,16029,United Kingdom
559203,PARTY BUNTING,200,7/7/2011 10:43,4.15,17723,United Kingdom
559322,JUMBO BAG OWLS,300,7/7/2011 14:46,1.79,15769,United Kingdom
559322,RECYCLING BAG RETROSPOT,200,7/7/2011 14:46,1.85,15769,United Kingdom
559322,JUMBO BAG STRAWBERRY,200,7/7/2011 14:46,1.79,15769,United Kingdom
559322,JUMBO BAG PINK POLKADOT,200,7/7/2011 14:46,1.79,15769,United Kingdom
559322,JUMBO BAG RED RETROSPOT,300,7/7/2011 14:46,1.79,15769,United Kingdom
559419,JUMBO BAG RED RETROSPOT,200,7/8/2011 11:41,1.74,16029,United Kingdom
559637,LUNCH BOX I LOVE LONDON,320,7/11/2011 12:15,1.65,17381,United Kingdom
559701,WHITE HANGING HEART T-LIGHT HOLDER,512,7/12/2011 9:10,2.55,16013,United Kingdom
560080,METAL SIGN TAKE IT OR LEAVE IT,192,7/14/2011 16:23,3.2,17450,United Kingdom
560080,NO SINGING METAL SIGN,192,7/14/2011 16:23,2.39,17450,United Kingdom
560080,PLEASE ONE PERSON METAL SIGN,192,7/14/2011 16:23,2.39,17450,United Kingdom
560080,GIN + TONIC DIET METAL SIGN,192,7/14/2011 16:23,2.08,17450,United Kingdom
560080,COOK WITH WINE METAL SIGN,192,7/14/2011 16:23,2.39,17450,United Kingdom
560592,JUMBO BAG RED RETROSPOT,200,7/19/2011 16:36,1.79,13225,United Kingdom
560595,CAMOUFLAGE DESIGN TEDDY,240,7/19/2011 16:45,2.1,16656,United Kingdom
560734,COLOUR GLASS. STAR T-LIGHT HOLDER,360,7/20/2011 14:58,2.75,15298,United Kingdom
561051,LUNCH BOX I LOVE LONDON,240,7/24/2011 13:11,1.65,16684,United Kingdom
561051,JUMBO BAG DOILEY PATTERNS,300,7/24/2011 13:11,1.79,16684,United Kingdom
561051,JUMBO BAG PINK VINTAGE PAISLEY,200,7/24/2011 13:11,1.79,16684,United Kingdom
561397,CHILLI LIGHTS,480,7/27/2011 10:41,4.65,16532,United Kingdom
561633,SET OF 3 REGENCY CAKE TINS,192,7/28/2011 14:33,4.15,17949,United Kingdom
561633,REGENCY CAKESTAND 3 TIER,192,7/28/2011 14:33,10.95,17949,United Kingdom
561633,REGENCY SUGAR BOWL GREEN,384,7/28/2011 14:33,3.75,17949,United Kingdom
561633,REGENCY MILK JUG PINK,384,7/28/2011 14:33,2.75,17949,United Kingdom
561633,REGENCY TEAPOT ROSES,384,7/28/2011 14:33,8.15,17949,United Kingdom
561633,ROSES REGENCY TEACUP AND SAUCER,261,7/28/2011 14:33,2.55,17949,United Kingdom
561655,LARGE ZINC HEART WALL ORGANISER,256,7/28/2011 16:00,5.88,18102,United Kingdom
561655,WOOD BLACK BOARD ANT WHITE FINISH,204,7/28/2011 16:00,4.8,18102,United Kingdom
561655,WOODEN PICTURE FRAME WHITE FINISH,216,7/28/2011 16:00,1.92,18102,United Kingdom
561655,3 HOOK PHOTO SHELF ANTIQUE WHITE,204,7/28/2011 16:00,5.88,18102,United Kingdom
561655,CREAM HEART CARD HOLDER,324,7/28/2011 16:00,2.31,18102,United Kingdom
561655,BLACK HEART CARD HOLDER,324,7/28/2011 16:00,2.31,18102,United Kingdom
561655,SMALL ZINC HEART WALL ORGANISER,300,7/28/2011 16:00,3.32,18102,United Kingdom
561659,RED HANGING HEART T-LIGHT HOLDER,352,7/28/2011 16:11,3.24,17450,United Kingdom
561659,WHITE HANGING HEART T-LIGHT HOLDER,480,7/28/2011 16:11,3.24,17450,United Kingdom
561902,SET 40 HEART SHAPE PETIT FOUR CASES,240,7/31/2011 15:50,1.65,17404,Sweden
562029,JUMBO BAG PINK VINTAGE PAISLEY,200,8/1/2011 16:41,1.79,16182,United Kingdom
562029,JUMBO BAG RED RETROSPOT,300,8/1/2011 16:41,1.79,16182,United Kingdom
562029,JUMBO BAG APPLES,200,8/1/2011 16:41,1.79,16182,United Kingdom
562029,JUMBO BAG DOILEY PATTERNS,200,8/1/2011 16:41,1.79,16182,United Kingdom
562029,JUMBO BAG VINTAGE LEAF,200,8/1/2011 16:41,1.79,16182,United Kingdom
562345,JUMBO  BAG BAROQUE BLACK WHITE,200,8/4/2011 12:14,1.79,13694,United Kingdom
562439,FAWN BLUE HOT WATER BOTTLE,180,8/4/2011 18:06,2.55,12931,United Kingdom
562439,GLITTER HANGING BUTTERFLY STRING,270,8/4/2011 18:06,1.69,12931,United Kingdom
562439,JUMBO BAG ALPHABET,220,8/4/2011 18:06,1.79,12931,United Kingdom
562439,REVOLVER WOODEN RULER,432,8/4/2011 18:06,1.65,12931,United Kingdom
562439,GIRAFFE WOODEN RULER,432,8/4/2011 18:06,1.65,12931,United Kingdom
562439,WHITE SKULL HOT WATER BOTTLE,192,8/4/2011 18:06,3.39,12931,United Kingdom
562439,JUMBO BAG DOILEY PATTERNS,300,8/4/2011 18:06,1.79,12931,United Kingdom
562439,IVORY DINER WALL CLOCK,348,8/4/2011 18:06,7.65,12931,United Kingdom
562439,JINGLE BELL HEART ANTIQUE SILVER,576,8/4/2011 18:06,1.79,12931,United Kingdom
562439,SET/3 RED GINGHAM ROSE STORAGE BOX,360,8/4/2011 18:06,3.39,12931,United Kingdom
562652,JUMBO BAG RED RETROSPOT,200,8/8/2011 13:34,1.79,14844,United Kingdom
562789,ROUND SNACK BOXES SET OF4 WOODLAND,240,8/9/2011 13:50,2.55,14646,Netherlands
562789,SET OF 4 KNICK KNACK TINS DOILEY,240,8/9/2011 13:50,3.75,14646,Netherlands
562789,JUMBO BAG WOODLAND ANIMALS,300,8/9/2011 13:50,1.79,14646,Netherlands
562789,JUMBO BAG APPLES,200,8/9/2011 13:50,1.79,14646,Netherlands
562789,JUMBO BAG ALPHABET,200,8/9/2011 13:50,1.79,14646,Netherlands
562789,JUMBO BAG DOILEY PATTERNS,400,8/9/2011 13:50,1.79,14646,Netherlands
562789,JUMBO BAG RED RETROSPOT,200,8/9/2011 13:50,1.79,14646,Netherlands
562850,JUMBO BAG RED RETROSPOT,300,8/10/2011 10:08,1.79,14680,United Kingdom
562880,JUMBO BAG STRAWBERRY,200,8/10/2011 10:53,1.79,15838,United Kingdom
562880,JUMBO BAG RED RETROSPOT,200,8/10/2011 10:53,1.79,15838,United Kingdom
563038,CAMOUFLAGE DESIGN TEDDY,240,8/11/2011 15:05,2.1,16656,United Kingdom
563074,JUMBO BAG ALPHABET,220,8/11/2011 15:58,1.79,12931,United Kingdom
563074,REVOLVER WOODEN RULER,432,8/11/2011 15:58,1.65,12931,United Kingdom
563074,GIRAFFE WOODEN RULER,432,8/11/2011 15:58,1.65,12931,United Kingdom
563074,WHITE SKULL HOT WATER BOTTLE,192,8/11/2011 15:58,3.39,12931,United Kingdom
563074,JUMBO BAG DOILEY PATTERNS,300,8/11/2011 15:58,1.79,12931,United Kingdom
563076,ROUND SNACK BOXES SET OF4 WOODLAND,240,8/11/2011 16:12,2.55,14646,Netherlands
563076,SPACEBOY LUNCH BOX,320,8/11/2011 16:12,1.65,14646,Netherlands
563076,DOLLY GIRL LUNCH BOX,320,8/11/2011 16:12,1.65,14646,Netherlands
563076,JUMBO BAG VINTAGE DOILY,200,8/11/2011 16:12,1.79,14646,Netherlands
563076,3 HOOK HANGER MAGIC GARDEN,192,8/11/2011 16:12,1.65,14646,Netherlands
563076,3 HEARTS HANGING DECORATION RUSTIC,256,8/11/2011 16:12,2.55,14646,Netherlands
563173,LUNCH BOX I LOVE LONDON,320,8/12/2011 13:27,1.65,17381,United Kingdom
563563,RED FLORAL FELTCRAFT SHOULDER BAG,288,8/17/2011 14:03,3.39,16029,United Kingdom
563563,FELTCRAFT 6 FLOWER FRIENDS,400,8/17/2011 14:03,1.85,16029,United Kingdom
563563,FELTCRAFT CUSHION OWL,240,8/17/2011 14:03,3.39,16029,United Kingdom
563563,FELTCRAFT CUSHION BUTTERFLY,240,8/17/2011 14:03,3.75,16029,United Kingdom
563563,FELTCRAFT CUSHION RABBIT,240,8/17/2011 14:03,3.39,16029,United Kingdom
563563,FELTCRAFT DOLL MOLLY,480,8/17/2011 14:03,2.55,16029,United Kingdom
563588,SPOTTY BUNTING,196,8/17/2011 19:15,4.15,17450,United Kingdom
563590,METAL SIGN HER DINNER IS SERVED,248,8/17/2011 20:02,3.2,17450,United Kingdom
563590,SET 2 PANTRY DESIGN TEA TOWELS,360,8/17/2011 20:02,3.28,17450,United Kingdom
563590,PANTRY ROLLING PIN,180,8/17/2011 20:02,4.02,17450,United Kingdom
563590,ALARM CLOCK BAKELIKE PINK,222,8/17/2011 20:02,4.08,17450,United Kingdom
563590,ALARM CLOCK BAKELIKE IVORY,250,8/17/2011 20:02,4.08,17450,United Kingdom
563590,HOMEMADE JAM SCENTED CANDLES,696,8/17/2011 20:02,1.7,17450,United Kingdom
563590,JAM MAKING SET WITH JARS,230,8/17/2011 20:02,4.6,17450,United Kingdom
563590,SET OF 6 SPICE TINS PANTRY DESIGN,210,8/17/2011 20:02,4.25,17450,United Kingdom
563590,SET OF TEA COFFEE SUGAR TINS PANTRY,352,8/17/2011 20:02,5.15,17450,United Kingdom
563614,JUMBO BAG VINTAGE CHRISTMAS,200,8/18/2011 8:51,1.79,12415,Australia
563614,FELTCRAFT CHRISTMAS FAIRY,336,8/18/2011 8:51,3.75,12415,Australia
563614,SET 6 SCHOOL MILK BOTTLES IN CRATE,240,8/18/2011 8:51,3.39,12415,Australia
563614,DOLLY GIRL LUNCH BOX,256,8/18/2011 8:51,1.65,12415,Australia
563614,SPACEBOY LUNCH BOX,256,8/18/2011 8:51,1.65,12415,Australia
563614,BUFFALO BILL TREASURE BOOK BOX,216,8/18/2011 8:51,1.95,12415,Australia
563614,GYMKHANA TREASURE BOOK BOX,216,8/18/2011 8:51,2.25,12415,Australia
563614,TREASURE ISLAND BOOK BOX,216,8/18/2011 8:51,1.95,12415,Australia
563614,BISCUIT TIN VINTAGE CHRISTMAS,216,8/18/2011 8:51,2.49,12415,Australia
563684,CUT GLASS HEXAGON T-LIGHT HOLDER,504,8/18/2011 12:23,1.69,17386,United Kingdom
563902,JUMBO BAG RED RETROSPOT,200,8/21/2011 11:06,1.79,17029,United Kingdom
564046,WHITE HANGING HEART T-LIGHT HOLDER,400,8/22/2011 12:59,2.55,16013,United Kingdom
564054,ALARM CLOCK BAKELIKE RED,400,8/22/2011 13:55,3.39,17857,United Kingdom
564054,ALARM CLOCK BAKELIKE PINK,400,8/22/2011 13:55,3.39,17857,United Kingdom
564054,ALARM CLOCK BAKELIKE GREEN,200,8/22/2011 13:55,3.39,17857,United Kingdom
564310,JUMBO BAG PINK POLKADOT,200,8/24/2011 12:51,1.79,15769,United Kingdom
564310,JUMBO BAG APPLES,300,8/24/2011 12:51,1.79,15769,United Kingdom
564310,JUMBO BAG STRAWBERRY,300,8/24/2011 12:51,1.79,15769,United Kingdom
564310,JUMBO BAG SPACEBOY DESIGN,200,8/24/2011 12:51,1.79,15769,United Kingdom
564310,JUMBO BAG RED RETROSPOT,200,8/24/2011 12:51,1.79,15769,United Kingdom
564311,JUMBO BAG OWLS,300,8/24/2011 12:52,1.79,15769,United Kingdom
564311,JUMBO BAG ALPHABET,200,8/24/2011 12:52,1.79,15769,United Kingdom
564311,JUMBO BAG APPLES,200,8/24/2011 12:52,1.79,15769,United Kingdom
564311,JUMBO BAG RED RETROSPOT,200,8/24/2011 12:52,1.79,15769,United Kingdom
564312,JUMBO BAG ALPHABET,300,8/24/2011 12:52,1.79,15769,United Kingdom
564312,JUMBO BAG APPLES,400,8/24/2011 12:52,1.79,15769,United Kingdom
564312,JUMBO BAG STRAWBERRY,200,8/24/2011 12:52,1.79,15769,United Kingdom
564312,HOT WATER BOTTLE I AM SO POORLY,312,8/24/2011 12:52,4.25,15769,United Kingdom
564312,JUMBO BAG RED RETROSPOT,300,8/24/2011 12:52,1.79,15769,United Kingdom
564323,JUMBO BAG OWLS,200,8/24/2011 13:24,1.75,13694,United Kingdom
564323,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,200,8/24/2011 13:24,1.75,13694,United Kingdom
564650,SPACEBOY LUNCH BOX,448,8/26/2011 14:17,1.65,14646,Netherlands
564650,DOLLY GIRL LUNCH BOX,448,8/26/2011 14:17,1.65,14646,Netherlands
564652,RABBIT NIGHT LIGHT,480,8/26/2011 14:20,2.08,14646,Netherlands
564811,JUMBO BAG SPACEBOY DESIGN,300,8/30/2011 11:37,1.79,15769,United Kingdom
564859,RABBIT NIGHT LIGHT,216,8/31/2011 9:55,1.79,14057,United Kingdom
564897,RABBIT NIGHT LIGHT,288,8/31/2011 11:22,1.79,12678,France
565145,FELTCRAFT PRINCESS OLIVIA DOLL,240,9/1/2011 13:50,3.39,12415,Australia
565181,PLASTERS IN TIN STRONGMAN,192,9/1/2011 15:52,1.65,17381,United Kingdom
565181,LUNCH BOX I LOVE LONDON,192,9/1/2011 15:52,1.65,17381,United Kingdom
565285,COLOUR GLASS. STAR T-LIGHT HOLDER,288,9/2/2011 11:34,2.75,16013,United Kingdom
565291,WOOD BLACK BOARD ANT WHITE FINISH,300,9/2/2011 11:53,4.8,18102,United Kingdom
565291,WOODEN PICTURE FRAME WHITE FINISH,324,9/2/2011 11:53,1.92,18102,United Kingdom
565291,SMALL ZINC HEART WALL ORGANISER,408,9/2/2011 11:53,3.32,18102,United Kingdom
565291,CREAM HEART CARD HOLDER,324,9/2/2011 11:53,2.31,18102,United Kingdom
565291,BLACK HEART CARD HOLDER,324,9/2/2011 11:53,2.31,18102,United Kingdom
565459,CAMOUFLAGE DESIGN TEDDY,192,9/5/2011 9:20,2.1,16656,United Kingdom
565580,HAND WARMER OWL DESIGN,480,9/5/2011 12:36,1.85,13851,United Kingdom
565589,PLEASE ONE PERSON METAL SIGN,192,9/5/2011 13:52,2.4,17450,United Kingdom
566481,JUMBO BAG OWLS,300,9/13/2011 9:33,1.79,15769,United Kingdom
566481,JUMBO BAG SPACEBOY DESIGN,200,9/13/2011 9:33,1.79,15769,United Kingdom
566481,JUMBO BAG PINK POLKADOT,200,9/13/2011 9:33,1.79,15769,United Kingdom
566494,SET 40 HEART SHAPE PETIT FOUR CASES,480,9/13/2011 11:12,1.65,17404,Sweden
566931,DOORMAT MERRY CHRISTMAS RED,200,9/15/2011 15:27,4.58,18102,United Kingdom
566931,DOORMAT PEACE ON EARTH BLUE,600,9/15/2011 15:27,4.58,18102,United Kingdom
566931,DOORMAT CHRISTMAS VILLAGE,450,9/15/2011 15:27,4.58,18102,United Kingdom
566934,DOORMAT HEARTS,500,9/15/2011 15:34,4.58,18102,United Kingdom
566934,DOORMAT NEW ENGLAND,500,9/15/2011 15:34,4.58,18102,United Kingdom
566934,DOORMAT FAIRY CAKE,500,9/15/2011 15:34,4.58,18102,United Kingdom
566934,DOORMAT ENGLISH ROSE,350,9/15/2011 15:34,4.58,18102,United Kingdom
566934,DOORMAT UNION FLAG,500,9/15/2011 15:34,4.58,18102,United Kingdom
566934,DOORMAT TOPIARY,300,9/15/2011 15:34,4.58,18102,United Kingdom
566935,DOORMAT MULTICOLOUR STRIPE,400,9/15/2011 15:35,4.58,18102,United Kingdom
566935,DOORMAT 3 SMILEY CATS,500,9/15/2011 15:35,4.58,18102,United Kingdom
566935,DOORMAT WELCOME TO OUR HOME,300,9/15/2011 15:35,4.58,18102,United Kingdom
566935,DOORMAT HOME SWEET HOME BLUE,200,9/15/2011 15:35,4.58,18102,United Kingdom
566936,DOORMAT RESPECTABLE HOUSE,200,9/15/2011 15:35,4.58,18102,United Kingdom
566936,DOORMAT FANCY FONT HOME SWEET HOME,200,9/15/2011 15:35,4.58,18102,United Kingdom
567280,SPACEBOY LUNCH BOX,192,9/19/2011 11:46,1.65,14646,Netherlands
567280,DOLLY GIRL LUNCH BOX,192,9/19/2011 11:46,1.65,14646,Netherlands
567377,PANTRY CHOPPING BOARD,186,9/20/2011 9:55,5.15,17450,United Kingdom
567381,SET OF 10 LED DOLLY LIGHTS,416,9/20/2011 10:12,6.5,17450,United Kingdom
567381,PHOTO FRAME CORNICE,416,9/20/2011 10:12,3.2,17450,United Kingdom
567381,RETROSPOT HEART HOT WATER BOTTLE,496,9/20/2011 10:12,5.1,17450,United Kingdom
567381,DOORSTOP RETROSPOT HEART,744,9/20/2011 10:12,4.08,17450,United Kingdom
567381,SCOTTIE DOG HOT WATER BOTTLE,496,9/20/2011 10:12,5.1,17450,United Kingdom
567381,BAKING SET 9 PIECE RETROSPOT,416,9/20/2011 10:12,5.1,17450,United Kingdom
567381,MEMO BOARD RETROSPOT  DESIGN,416,9/20/2011 10:12,5.1,17450,United Kingdom
567381,PIGGY BANK RETROSPOT,744,9/20/2011 10:12,2.5,17450,United Kingdom
567384,HEART OF WICKER SMALL,456,9/20/2011 10:23,1.93,17450,United Kingdom
567384,HEART OF WICKER LARGE,396,9/20/2011 10:23,3.2,17450,United Kingdom
567384,LAUNDRY 15C METAL SIGN,192,9/20/2011 10:23,1.7,17450,United Kingdom
567385,PAPER CHAIN KIT VINTAGE CHRISTMAS,320,9/20/2011 10:27,2.55,14866,United Kingdom
567387,RED HANGING HEART T-LIGHT HOLDER,192,9/20/2011 10:38,3.2,17450,United Kingdom
567387,HEART OF WICKER SMALL,306,9/20/2011 10:38,1.93,17450,United Kingdom
567387,HEART OF WICKER LARGE,222,9/20/2011 10:38,3.2,17450,United Kingdom
567387,WHITE HANGING HEART T-LIGHT HOLDER,224,9/20/2011 10:38,3.2,17450,United Kingdom
567423,METAL SIGN HER DINNER IS SERVED,248,9/20/2011 11:05,3.2,17450,United Kingdom
567423,PANTRY CHOPPING BOARD,756,9/20/2011 11:05,5.06,17450,United Kingdom
567423,PANTRY WASHING UP BRUSH,666,9/20/2011 11:05,1.7,17450,United Kingdom
567423,PANTRY ROLLING PIN,708,9/20/2011 11:05,4.18,17450,United Kingdom
567423,HOMEMADE JAM SCENTED CANDLES,1428,9/20/2011 11:05,1.7,17450,United Kingdom
567423,SET OF 6 SPICE TINS PANTRY DESIGN,852,9/20/2011 11:05,4.25,17450,United Kingdom
567423,SET OF 3 CAKE TINS PANTRY DESIGN,612,9/20/2011 11:05,5.18,17450,United Kingdom
567423,SET OF TEA COFFEE SUGAR TINS PANTRY,1412,9/20/2011 11:05,5.06,17450,United Kingdom
567453,HOT WATER BOTTLE TEA AND SYMPATHY,288,9/20/2011 12:05,5.1,17450,United Kingdom
567455,JUMBO BAG PINK POLKADOT,200,9/20/2011 12:14,1.74,16029,United Kingdom
567458,HOT BATHS METAL SIGN,528,9/20/2011 12:21,2.39,17450,United Kingdom
567458,NO SINGING METAL SIGN,384,9/20/2011 12:21,2.41,17450,United Kingdom
567458,GIN + TONIC DIET METAL SIGN,192,9/20/2011 12:21,2.66,17450,United Kingdom
567458,POTTERING IN THE SHED METAL SIGN,240,9/20/2011 12:21,2.39,17450,United Kingdom
567458,COOK WITH WINE METAL SIGN,336,9/20/2011 12:21,2.41,17450,United Kingdom
567480,METAL SIGN HER DINNER IS SERVED,500,9/20/2011 13:38,3.2,17450,United Kingdom
567480,RECIPE BOX PANTRY YELLOW DESIGN,500,9/20/2011 13:38,3.2,17450,United Kingdom
567669,JUMBO BAG VINTAGE DOILY,200,9/21/2011 15:32,1.79,14887,United Kingdom
567669,JUMBO BAG ALPHABET,200,9/21/2011 15:32,1.79,14887,United Kingdom
567669,JUMBO BAG STRAWBERRY,200,9/21/2011 15:32,1.79,14887,United Kingdom
567669,JUMBO  BAG BAROQUE BLACK WHITE,200,9/21/2011 15:32,1.79,14887,United Kingdom
567669,JUMBO BAG RED RETROSPOT,200,9/21/2011 15:32,1.79,14887,United Kingdom
567852,SET OF TEA COFFEE SUGAR TINS PANTRY,216,9/22/2011 13:21,3.39,18102,United Kingdom
567962,JUMBO BAG PINK POLKADOT,200,9/23/2011 9:19,1.79,15838,United Kingdom
567962,RECYCLING BAG RETROSPOT,200,9/23/2011 9:19,1.85,15838,United Kingdom
567962,JUMBO BAG RED RETROSPOT,200,9/23/2011 9:19,1.79,15838,United Kingdom
567962,JUMBO BAG STRAWBERRY,200,9/23/2011 9:19,1.79,15838,United Kingdom
568319,RECIPE BOX PANTRY YELLOW DESIGN,192,9/26/2011 13:35,2.55,17389,United Kingdom
568512,SET 2 TEA TOWELS I LOVE LONDON,200,9/27/2011 12:28,2.75,14101,United Kingdom
568673,JUMBO SHOPPER VINTAGE RED PAISLEY,200,9/28/2011 13:23,1.79,16182,United Kingdom
568673,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,200,9/28/2011 13:23,1.79,16182,United Kingdom
568673,JUMBO BAG VINTAGE DOILY,200,9/28/2011 13:23,1.79,16182,United Kingdom
568673,JUMBO BAG PINK POLKADOT,200,9/28/2011 13:23,1.79,16182,United Kingdom
568717,DOORMAT KEEP CALM AND COME IN,500,9/28/2011 16:17,4.58,18102,United Kingdom
568797,JUMBO BAG PEARS,200,9/29/2011 10:22,1.75,13694,United Kingdom
568797,JUMBO BAG RED RETROSPOT,200,9/29/2011 10:22,1.75,13694,United Kingdom
569084,CHRISTMAS LIGHTS 10 REINDEER,384,9/30/2011 11:56,6.5,17949,United Kingdom
569101,JUMBO BAG VINTAGE CHRISTMAS,200,9/30/2011 12:24,1.79,14164,United Kingdom
569255,CREAM HEART CARD HOLDER,252,10/3/2011 11:01,2.32,18102,United Kingdom
569263,WALL ART VINTAGE HEART,216,10/3/2011 11:37,3.58,18102,United Kingdom
569334,GIRAFFE WOODEN RULER,288,10/3/2011 13:53,1.65,12931,United Kingdom
569334,REVOLVER WOODEN RULER,276,10/3/2011 13:53,1.65,12931,United Kingdom
569334,RABBIT NIGHT LIGHT,360,10/3/2011 13:53,1.79,12931,United Kingdom
569339,GREY HEART HOT WATER BOTTLE,250,10/3/2011 14:18,3.32,15299,United Kingdom
569343,KEEP CALM WALL ART,180,10/3/2011 14:34,7.45,18102,United Kingdom
569343,DOLLY GIRL WALL ART,240,10/3/2011 14:34,3.29,18102,United Kingdom
569385,DOORMAT KEEP CALM AND COME IN,200,10/3/2011 16:48,7.08,14031,United Kingdom
